Name,URL,Meta Title,Meta Description,Product Description
Jackery Explorer 300 Plus Portable Power Station (Refurbished),https://www.jackery.com/products/jackery-explorer-300-plus-portable-power-station-refurbished,"
      Jackery Explorer 300 Plus Portable Power Station (Refurbished)
","The cutest and most portable portable power station on the market. Weighing in at only 8.27 lbs, the Jackery Explorer 300 Plus boasts a large 288Wh capacity and strong 300W output. Fitting right into your backpack, the 300 Plus will guarantee you infinite power for all your outdoor adventures.","
Power on the Go: Weighing only 8.27 lbs, it's ideal for camping, road-trips and more
All-around Safety: Max safety featuring 52 protective mechanisms, 12 BMS algorithms, and 4 types of physical protection
Superior Reliability: FCC/CE, UL 94V-0 flame-retardant, Class 9 impact resistant, and UL certified for 300 Plus
Long-lasting Lifespan: the battery life is boosted by 50%. Durable LFP (LiFePO4) batteries, coupled with BMS protections ensures up to 10 years of use, even when recharged every 3 days
Smart App Control: Easy battery management via Wi-Fi or Bluetooth

Note：an additional 8020 to USB-C adapter is required to connect a solar panel 

Warranty Extension: 6-months warranty 

"
[Add-on] Solar Generator 300 Plus,https://www.jackery.com/products/solar-generator-300-plus,"
      [Add-on] Solar Generator 300 Plus

        – Jackery","The cutest and most portable solar generator on the market. Weighing in at only 11 lbs, the Jackery Solar Generator 300 Plus boasts a large 288Wh capacity and strong 300W output. With iPad-sized panels and a power station that fits your backpack, you'll have infinite power for all your outdoor adventures.","
Power on the Go: Weighing only 11 lbs, it's convenient to set up and store with book-sized foldable solar panels
All-around Safety: Max safety featuring 52 protective mechanisms, 12 BMS algorithms, and 4 types of physical protection
Superior Reliability: FCC/CE, UL 94V-0 flame-retardant, Class 9 impact resistant, and UL certified for 300 Plus
Ultra-Fast Charging: Solar charged in only 4 hours
Smart App Control: Easy battery management via Wi-Fi or Bluetooth
Solar Generator 300 Plus+40W: 3-year warranty + 2-year extended warranty. Solar Saga 100W: 2-year warranty + 1-year extended warranty (automatically applied when purchased from the official website)
"
[Add-on] SolarSaga 100W,https://www.jackery.com/products/solarsaga-100w-solar-panel-1,"
      Jackery Flexible & Portable SolarSaga 100W
",SolarSaga 100W Solar Panel from Jackery is a foldable and portable Monocrystalline Solar Panel. Featured with USB and Anderson DC ports. Stay charged with the power of the sun!,"
Foldable & Portable
Bifacial Solar Panel, Improved Charging Efficiency
IP68 Waterproof Rating
Adjustable Kickstands
Compact and Lightweight
Package list: SolarSaga 100W Solar Panel*1, 3 meters multi-functional cable (with USB charing ports)*1, DC8020 to DC7909 Adapter*1, User Manual*1
To connect the SolarSaga with different Explorer portable power stations or other extension functions, please check the accessories it requires.


Warranty Extension: 2-year warranty + 1-year extended warranty (applied automatically if purchased from our official website）

"
[Add-on] SolarSaga 200W,https://www.jackery.com/products/jackery-solarsaga-200w-solarpanel,"
      [Add-on] SolarSaga 200W

        – Jackery","With advanced solar cells, Jackery SolarSaga 200W panels provide conversion efficiency to increase recharging speed. Compatible with all Jackery power stations.","
IP68 Waterproof Rating
Bifacial Solar Panel, Improved Charging Efficiency
Convenient Carrying
Built to Last
Package list: SolarSaga 200W Solar Panel*1, 3 meters multi-functional cable (with USB charing ports)*1, DC8020 to DC7909 Adapter*1, User Manual*1
To connect the SolarSaga with different Explorer portable power stations or other extension functions, please check the accessories it requires.


Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from our official website)


"
[Add-on] Battery Pack 1000 Plus,https://www.jackery.com/products/battery-pack-1000-plus,"
      [Add-on] Battery Pack 1000 Plus

        – Jackery",Large Capacity of 1264Wh Durable Lithium Iron Phosphate Battery (LiFePO4) Cycle Life: Maintains over 70% capacity after 4000 cycles Exclusive compatibility with Jackery Explorer 1000 Plus Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from the official website),"
Large Capacity of 1264Wh
Durable Lithium Iron Phosphate Battery (LiFePO4)
Cycle Life: Maintains over 70% capacity after 4000 cycles

Exclusive compatibility with Jackery Explorer 1000 Plus

Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from the official website)
"
Jackery Solar Generator 2000 Plus Kit (4kWh),https://www.jackery.com/products/jackery-solar-generator-2000-plus-kit-4kwh,"
      Jackery Solar Generator 2000 Plus Kit (4kWh)
","Get up to $1,139.7 in Tax Credit. Click for information Expandable for Versatile Scenarios: 4-24 kWh of expandable capacity Leaping Performance: Powers Heavy-duty Devices up to 6000W Ultra Fast Solar Charging: Advanced IBC Technology, Fast Solar Charge in 4 Hours with Solar Panel 200W*6 Long-lasting Reliability: Outsta","
Get up to $1,139.7 in Tax Credit. Click for information
Expandable for Versatile Scenarios: 4-24 kWh of expandable capacity
Leaping Performance: Powers Heavy-duty Devices up to 6000W
Ultra Fast Solar Charging: Advanced IBC Technology, Fast Solar Charge in 4 Hours with Solar Panel 200W*6
Long-lasting Reliability: Outstanding LiFePO4 Battery with 10-Year Lifespan
ChargeShield Technology: Using a unique variable-speed charging algorithm, fast charge technology boosts battery life by 50%
High Power Output: Maximum 6,000 W power in parallel connection and 120/240V expandable voltage
Explorer 2000 Plus: 3-year warranty + 2-year extended warranty. Solar Saga 200W: 3-year warranty + 2-year extended warranty (automatically applied when purchased from our official website)
Use a transfer switch (Value $399.99) to create a whole-home backup solution. Power from any outlet, anywhere in the house, click here to learn more! 
"
Jackery Solar Generator 2000 Plus Kit (6kWh),https://www.jackery.com/products/jackery-solar-generator-2000-plus-kit-6kwh,"
      Jackery Solar Generator 2000 Plus Kit (6kWh)
","Get up to $1,589.7 in Tax Credit. Click for information Expandable for Versatile Scenarios: 6-24 kWh of expandable capacity Leaping Performance: Powers Heavy-duty Devices up to 6000W Ultra Fast Solar Charging: Advanced IBC Technology, Fast Solar Charge in 6 Hours with Solar Panel 200W*6 Long-lasting Reliability: Outsta","
Get up to $1,589.7 in Tax Credit. Click for information
Expandable for Versatile Scenarios: 6-24 kWh of expandable capacity
Leaping Performance: Powers Heavy-duty Devices up to 6000W
Ultra Fast Solar Charging: Advanced IBC Technology, Fast Solar Charge in 6 Hours with Solar Panel 200W*6
Long-lasting Reliability: Outstanding LiFePO4 Battery with 10-Year Lifespan
ChargeShield Technology: Using a unique variable-speed charging algorithm, fast charge technology boosts battery life by 50%
High Power Output: Maximum 6,000 W power in parallel connection and 120/240V expandable voltage
Explorer 2000 Plus: 3-year warranty + 2-year extended warranty. Solar Saga 200W: 3-year warranty + 2-year extended warranty (automatically applied when purchased from our official website)
Use a transfer switch (Value $399.99) to create a whole-home backup solution. Power from any outlet, anywhere in the house, click here to learn more!
"
Jackery Explorer 2000 Plus Portable Power Station (Refurbished),https://www.jackery.com/products/jackery-explorer-2000-plus-portable-power-station-refurbished,"
      Jackery Explorer 2000 Plus Portable Power Station (Refurbished)
","Expandable for Versatile Scenarios: 2-24 kWh of expandable capacity Leaping Performance: Powers Heavy-duty Devices up to 6000W Ultra Fast Solar Charging: Advanced IBC Technology, Fast Solar Charge in 2 Hours Long-lasting Reliability: Outstanding LiFePO4 Battery with 10-Year Lifespan ChargeShield Technology: Using a uni","
Expandable for Versatile Scenarios: 2-24 kWh of expandable capacity

Leaping Performance: Powers Heavy-duty Devices up to 6000W
Ultra Fast Solar Charging: Advanced IBC Technology, Fast Solar Charge in 2 Hours
Long-lasting Reliability: Outstanding LiFePO4 Battery with 10-Year Lifespan
ChargeShield Technology: Using a unique variable-speed charging algorithm, fast charge technology boosts battery life by 50%
High Power Output: Maximum 6,000 W power in parallel connection and 120/240V expandable voltage
Warranty Extension: 6-months warranty 

"
Jackery Explorer 880 Portable Power Station (Refurbished),https://www.jackery.com/products/jackery-explorer-880-portable-power-station-refurbished,"
      Jackery Explorer 880 Portable Power Station (Refurbished)
","Jackery Explorer 880 portable power station can handle most outdoor situations. With a 1000 watt continuous output, do not worry about any devices losing power.","
1000 Watt Continuous Output: High-powered with 2000W peak/1000W continuous output and an 880Wh capacity, the Explorer 880 can handle most outdoor situations. You don't have to worry about any devices running out of power.
Ideal for Home DIY: Supply electricity for high-power devices like electric hammers, small air compressors, circular saws, angle grinders, drills, etc.


Built-in MPPT Controller: The MPPT module is built inside the Explorer 880. By constantly monitoring your solar panels' voltage and current output, the MPPT adds up to 23% more solar recharging efficiency.


Charge: The Jackery Explorer 880 can charge 8 different devices simultaneously, such as a mini-fridge, phone, drone, laptop, iPad, blender, camera, and Kindle.


Recharge: 3 ways to recharge: Solar Panel (2 Panels need 6.5 H, 1 Panel needs 10 H), AC Outlet(6.5 H), Car Outlet(12.5 H).


Note: For power saving, the Explorer 880 portable power station will automatically turn off in 12 hours when drawing under 10W of power.
6-month Warranty: Every Refurbished product completes a rigorous refurbishment process that includes full functional testing and is backed by a 6-month warranty.
"
Jackery Explorer 550 Portable Power Station (Refurbished),https://www.jackery.com/products/jackery-explorer-550-portable-power-station-refurbished,"
      Jackery Explorer 550 Portable Power Station (Refurbished)
","Jackery Explorer 550 is a lightweight, portable power station ideal for RV camping & getaways. Power applicances without having to keep your car engine running.","
500-Watt Output with a 550Wh Capacity: The Explorer 550 is perfect for devices like a laptop, TV, drone, CPAP, rice cooker, etc. You don't have to worry about any devices running out of power.


Better Than A Car Inverter: Running appliances like a car fridge requires the engine to be constantly running. The Explorer 550 can keep your car fridge and other devices running while protecting your car's battery.


RV/Camping/Fishing/Off-Road/Hunting/Getaway/Emergency: With its eco-friendly and quiet features, the Explorer 550 is one of the best investments for your outdoor life. With the touch of a button, the Explorer 550 supplies the power you need, where you need it without harmful fumes, unlike gas generators.


Built-In MPPT Controller: The built-in MPPT module constantly monitors your solar panels' voltage and current output, adding up to 23% more solar recharging efficiency.
6-month Warranty: Every Refurbished product completes a rigorous refurbishment process that includes full functional testing and is backed by a 6-month warranty.

"
Jackery Explorer 3000 Pro Portable Power Station (Refurbished),https://www.jackery.com/products/jackery-explorer-3000-pro-portable-power-station,"
      Jackery Explorer 3000 Pro Portable Power Station (Refurbished)
",Large Capacity: 3024Wh that can power up to 99% of outdoor appliances Ultra Fast Charging: Fully solar charged in 3-4 hours and wall charged in 2.4 hours Portable Design: Pull rod and double wheels Easily Accessible: Smart App Control Cold Friendly: Functional in temperatures down to -20°C / -4°F Silent: Unique quiet c,"
Large Capacity: 3024Wh that can power up to 99% of outdoor appliances

Ultra Fast Charging: Fully solar charged in 3-4 hours and wall charged in 2.4 hours
Portable Design: Pull rod and double wheels
Easily Accessible: Smart App Control
Cold Friendly: Functional in temperatures down to -20°C / -4°F
Silent: Unique quiet canyon cooling system
All-around Safety: Fully upgraded BMS
Guaranteed Satisfaction: 6 Months Warranty

"
Jackery Explorer 2000 Pro Portable Power Station (Refurbished),https://www.jackery.com/products/explorer-2000-pro-portable-power-station-refurbished,"
      Jackery Explorer 2000 Pro Portable Power Station (Refurbished) - Jackery
","Jackery Explorer 2000 Pro portable power station is ideal for off-grid living & home emergencies. With a 2160Wh charging capacity, it can power all appliances.","
The Portable Power Station Explorer 2000 Pro delivers enormous charging capacity (2,160Wh) powering all your required appliances including hot plates, blenders, air conditioners and more. It’s also ideal to use for outdoor off-grid activities (camping or RV) & home emergency use.
The power station can be fully charged with 6 SolarSaga 200W solar panels in only under 2.5 hours, and in just 2 hours via AC wall outlet. This fantastic charging experience allows you to charge away in no time while off the grid.
The first-rate lithium battery houses two chips for dual battery protection and four temperature core detectors, guaranteeing the perfect blend of safe and reliable charging. Taking safety to the very next level.
With a simple press of a button, the access to outstanding charging efficiency becomes available in seconds. The Explorer 2000 PRO delivers under 53DB of charging ensuring quiet and peaceful charging.
The portable power station supports pass-through charging. This allows you to charge your power station, with essential devices still plugged in, meaning you can charge on the go quickly and conveniently.
6-month Warranty: Every Refurbished product completes a rigorous refurbishment process that includes full functional testing and is backed by a 6-month warranty.

"
Jackery Explorer 100 Plus Portable Power Station,https://www.jackery.com/products/jackery-explorer-100-plus-portable-power-station,"
      Jackery Explorer 100 Plus Portable Power Station
","Mini Jackery Portable Power Station, 99Wh, 128W Long-lasting LFP Battery: 2,000 Cycles to 80% Capacity Fully Upgraded BMS (Battery Management System) Protections 100W Dual PD Charging &amp; Discharging Fully DC Charged in 1.8 Hours and Solar Charged in 2 Hours Whisper Quiet, Emission Free Note：an additional 8020 to USB","
Mini Jackery Portable Power Station, 99Wh, 128W
Long-lasting LFP Battery: 2,000 Cycles to 80% Capacity
Fully Upgraded BMS (Battery Management System) Protections
100W Dual PD Charging & Discharging
Fully DC Charged in 1.8 Hours and Solar Charged in 2 Hours
Whisper Quiet, Emission Free

Note：an additional 8020 to USB-C adapter is required to connect a solar panel 

Guaranteed Satisfaction: 2-Year Long Warranty
"
Jackery Solar Generator 700 Plus,https://www.jackery.com/products/jackery-solar-generator-700-plus,"
      Jackery Solar Generator 700 Plus
","680Wh Capacity with 1000W Output Multi-mode fast charging: wall charging 1.8H, solar charging 2H (100W*6) Industry-leading safety: Dual chip intelligent protection, double voltage monitoring. Easy to use and quick to assemble Mobile app remote control and monitoring Explorer 700 Plus: 3-year warranty + 2-year extended ","
680Wh Capacity with 1000W Output
Multi-mode fast charging: wall charging 1.8H, solar charging 2H (100W*6)
Industry-leading safety: Dual chip intelligent protection, double voltage monitoring.
Easy to use and quick to assemble
Mobile app remote control and monitoring
Explorer 700 Plus: 3-year warranty + 2-year extended warranty. Solar Saga 100W: 2-year warranty + 1-year extended warranty (automatically applied when purchased from our official website)
"
Jackery Explorer 700 Plus Portable Power Station,https://www.jackery.com/products/jackery-explorer-700-plus-portable-power-station,"
      Jackery Explorer 700 Plus Portable Power Station
","680Wh Capacity with 1000W Output Multi-mode fast charging: wall charging 1.8H, solar charging 2H (100W*6) Industry-leading safety: Dual chip intelligent protection, double voltage monitoring. Easy to use and quick to assemble Mobile app remote control and monitoring Warranty Extension: 3-year warranty + 2-year extended","
680Wh Capacity with 1000W Output
Multi-mode fast charging: wall charging 1.8H, solar charging 2H (100W*6)
Industry-leading safety: Dual chip intelligent protection, double voltage monitoring.
Easy to use and quick to assemble
Mobile app remote control and monitoring
Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from the official website)
"
Explorer Portable Power Station + xTool F1,https://www.jackery.com/products/explorer-500-portable-power-station-xtool-f1,"
      Explorer Portable Power Station + xTool F1

        – Jackery","Jackery Explorer 500: 518Wh Capacity and 500W Inverter (1000W Surge). Lightweight and Portable Design Jackery Explorer 1000: 1002Wh Capacity and 1000W (2000W Surge Power) Output. Supports 8 Devices Simultaneously xTool F1: a super-fast (4000 mm/s engraving speed), portable, handheld laser engraver with a 10W Diode lase","
Jackery Explorer 500: 518Wh Capacity and 500W Inverter (1000W Surge). Lightweight and Portable Design
Jackery Explorer 1000: 1002Wh Capacity and 1000W (2000W Surge Power) Output. Supports 8 Devices Simultaneously
xTool F1: a super-fast (4000 mm/s engraving speed), portable, handheld laser engraver with a 10W Diode laser and a 2W Infrared Dual Laser, capable of engraving on over 300 materials.
"
[Add-on] Jackery Manual Transfer Switch,https://www.jackery.com/products/jackery-manual-transfer-switch,"
      [Add-on] Jackery Manual Transfer Switch
","Completely pre-wired for easy installation Eliminates the dangers associated with back-feeding Cover included to protect toggle switches and circuit breakers Metal cabinet, designed for indoor use Includes color-coded wattmeters and an L5-30 power inlet Note: You need to purchase the transfer switch with our solar gene","
Completely pre-wired for easy installation
Eliminates the dangers associated with back-feeding
Cover included to protect toggle switches and circuit breakers
Metal cabinet, designed for indoor use
Includes color-coded wattmeters and an L5-30 power inlet

Note: You need to purchase the transfer switch with our solar generator or portable power station.Please visit Solar Generator 3000 Pro or Solar Generator 2000 Plus.
"
$1000 Gift Card,https://www.jackery.com/products/1000-gift-card,"
      $1000 Gift Card

        – Jackery",Shopping for someone else but not sure what to give them? Give them the gift of choice with a Jackery Store gift card.Gift cards are delivered by email and contain instructions to redeem them at checkout. Our gift cards have no additional processing fees. Gift card code can be applied to any orders during the checkout ,"
Shopping for someone else but not sure what to give them? Give them the gift of choice with a Jackery Store gift card.Gift cards are delivered by email and contain instructions to redeem them at checkout. Our gift cards have no additional processing fees.


Gift card code can be applied to any orders during the checkout process.
Gift cards can be used multiple times until the remaining balance is depleted, and multiple cards can be combined for a single purchase
Unused gift cards are eligible for a refund.
"
Jackery Explorer 1000 Plus Portable Power Station,https://www.jackery.com/products/jackery-explorer-1000-plus-portable-power-station,"
      Jackery Explorer 1000 Plus Portable Power Station
","With unparalleled output, the Jackery Explorer 1000 Plus is the top choice for similar-level portable power stations. Covering various scenarios, it provides support for camping, off-road travel, home emergencies, and more. Being versatile and expandable in capacity, it's the all-in-one portable power station to power your life.","
More Power in Smaller Size:  With a capacity of 1264Wh and a 2000W output, the 1000 Plus supports 99% of devices
Expandable Capacity: Supports up to 3 add-on battery packs, expanding to 5kWh, ensuring 1-3 days of home backup power
Industry-leading Sustainability: Setting new standards for sustainability. It is the first in the industry to be verified by TÜV SÜD
Versatile & Fast Charging: 2 Hours Solar Charge with 4*SolarSaga 200W Solar Panels, 1.7 Hours Wall Charge
Long-lasting Reliability: LiFePO4 battery cells, lasting up to 10 years - providing 4,000 charge cycles
Intelligent Control: With the advanced APP feature, via WiFi or Bluetooth

Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from our official website)

"
Jackery Solar Generator 1000 Plus,https://www.jackery.com/products/jackery-solar-generator-1000-plus,"
      Jackery Solar Generator 1000 Plus
","With unparalleled output, the Jackery Solar Generator 1000 Plus is the top choice for similar-level portable power stations. Covering various scenarios, it provides support for camping, off-road travel, home emergencies, and more. Being versatile and expandable in capacity, it's the all-in-one solar generator to power your life.","
More Power in Smaller Size:  With a capacity of 1264Wh and a 2000W output, the 1000 Plus supports 99% of devices. 
Expandable Capacity: Supports up to 3 add-on battery packs, expanding up to 5kWh and ensuring 1-3 days of home backup power
Industry-leading Sustainability: Setting new standards for sustainability. It is the first in the industry to be verified by TÜV SÜD.
Long-lasting Reliability: LiFePO4 battery cells, lasting up to 10 years - providing 4,000 charge cycles.
Intelligent Control: With the advanced APP feature, via WiFi or Bluetooth.
Explorer 1000 Plus: 3-year warranty + 2-year extended warranty. Solar Saga 100W: 2-year warranty + 1-year extended warranty (automatically applied when purchased from our official website)


Power on the move! With our newest arrival, the 100 Prime Solar Panel, our Solar Generator 1000 Plus Roam Kit can keep you powered while you're driving! The 100 Prime is a DIY solar panel that can be mounted directly onto the top of your vehicles with ease! Learn More>

"
Jackery Explorer 300 Plus Portable Power Station,https://www.jackery.com/products/jackery-explorer-300-plus-portable-power-station,"
      Jackery Explorer 300 Plus Portable Power Station
","The cutest and most portable portable power station on the market. Weighing in at only 8.27 lbs, the Jackery Explorer 300 Plus boasts a large 288Wh capacity and strong 300W output. Fitting right into your backpack, the 300 Plus will guarantee you infinite power for all your outdoor adventures.","
Power on the Go: Weighing only 8.27 lbs, it's ideal for camping, road-trips and more
All-around Safety: Max safety featuring 52 protective mechanisms, 12 BMS algorithms, and 4 types of physical protection
Superior Reliability: FCC/CE, UL 94V-0 flame-retardant, Class 9 impact resistant, and UL certified for 300 Plus
Long-lasting Lifespan: the battery life is boosted by 50%. Durable LFP (LiFePO4) batteries, coupled with BMS protections ensures up to 10 years of use, even when recharged every 3 days
Smart App Control: Easy battery management via Wi-Fi or Bluetooth
Note：an additional 8020 to USB-C adapter is required to connect a solar panel 
Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from our official website）

"
Jackery Explorer 2000 Plus Portable Power Station,https://www.jackery.com/products/explorer-2000-plus-portable-power-station,"
      Jackery Explorer 2000 Plus Portable Power Station
","Get up to $1,589.7 in Tax Credit. Click for information Expandable for Versatile Scenarios: 2-24 kWh of expandable capacity Leaping Performance: Powers Heavy-duty Devices up to 6000W Ultra Fast Solar Charging: Advanced IBC Technology, Fast Solar Charge in 2 Hours Long-lasting Reliability: Outstanding LiFePO4 Battery wi","
Get up to $1,589.7 in Tax Credit. Click for information
Expandable for Versatile Scenarios: 2-24 kWh of expandable capacity

Leaping Performance: Powers Heavy-duty Devices up to 6000W
Ultra Fast Solar Charging: Advanced IBC Technology, Fast Solar Charge in 2 Hours
Long-lasting Reliability: Outstanding LiFePO4 Battery with 10-Year Lifespan
ChargeShield Technology: Using a unique variable-speed charging algorithm, fast charge technology boosts battery life by 50%
High Power Output: Maximum 6,000 W power in parallel connection and 120/240V expandable voltage
When using the 2 x 2000 Plus bundle, please note: If the power draw is limited to 120V, only one unit will be used to supply power.
Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from our official website)


Use a transfer switch (Value $399.99) to create a whole-home backup solution. Power from any outlet, anywhere in the house, click here to learn more! 


"
Jackery Solar Generator 2000 Plus,https://www.jackery.com/products/solar-generator-2000-plus,"
      Jackery Solar Generator 2000 Plus
","Get up to $1,589.7 in Tax Credit. Click for information Expandable for Versatile Scenarios: 2-24 kWh of expandable capacity Leaping Performance: Powers Heavy-duty Devices up to 6000W Ultra Fast Solar Charging: Advanced IBC Technology, Fast Solar Charge in 2 Hours with Solar Panel 200W*6 Long-lasting Reliability: Outsta","

Get up to $1,589.7 in Tax Credit. Click for information

Expandable for Versatile Scenarios: 2-24 kWh of expandable capacity
Leaping Performance: Powers Heavy-duty Devices up to 6000W
Ultra Fast Solar Charging: Advanced IBC Technology, Fast Solar Charge in 2 Hours with Solar Panel 200W*6
Long-lasting Reliability: Outstanding LiFePO4 Battery with 10-Year Lifespan
ChargeShield Technology: Using a unique variable-speed charging algorithm, fast charge technology boosts battery life by 50%
High Power Output: Maximum 6,000 W power in parallel connection and 120/240V expandable voltage
Explorer 2000 Plus: 3-year warranty + 2-year extended warranty. Solar Saga 200W: 3-year warranty + 2-year extended warranty (automatically applied when purchased from our official website)

Use a transfer switch (Value $399.99) to create a whole-home backup solution. Power from any outlet, anywhere in the house, click here to learn more!


"
Jackery Explorer 3000 Pro Portable Power Station,https://www.jackery.com/products/explorer-3000-pro-portable-power-station,"
      Jackery Explorer 3000 Pro Portable Power Station
",Get the all-new upgraded HomePower 3000 — New Product offer available now! Learn more ! Get up to $839.7 in Tax Credit. Click for information. Large Capacity: 3024Wh that can power up to 99% of outdoor appliances Ultra Fast Charging: Fully solar charged in 3-4 hours and wall charged in 2.4 hours Portable Design: Pull r,"

Get the all-new upgraded HomePower 3000 — New Product offer available now! Learn more !

Get up to $839.7 in Tax Credit. Click for information.
Large Capacity: 3024Wh that can power up to 99% of outdoor appliances

Ultra Fast Charging: Fully solar charged in 3-4 hours and wall charged in 2.4 hours
Portable Design: Pull rod and double wheels
Easily Accessible: Smart App Control
Cold Friendly: Functional in temperatures down to -20°C / -4°F
Silent: Unique quiet canyon cooling system
All-around Safety: Fully upgraded BMS
Warranty Extension: 3-year warranty + 2-year extended warranty（applied automatically if purchased from our official website)

Use a transfer switch (Value $399.99) to create a whole-home backup solution. Power from any outlet, anywhere in the house, click to learn more!

"
Jackery Explorer 1500 Pro Portable Power Station,https://www.jackery.com/products/explorer-1500-pro-portable-power-station,"
      Jackery Explorer 1500 Pro Portable Power Station
","1512Wh Capacity, 1800W AC Output Quick Recharging in 2 Hours via AC  Lightweight at Just 37.4 lbs Supports 8 Devices at a Time All Round Safety with Intelligent BMS Folding Handle for Easy Carrying Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from our official websi","
1512Wh Capacity, 1800W AC Output
Quick Recharging in 2 Hours via AC 
Lightweight at Just 37.4 lbs
Supports 8 Devices at a Time
All Round Safety with Intelligent BMS
Folding Handle for Easy Carrying
Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from our official website）
Due to high demand, the Jackery Explorer 1500 Pro is currently sold out! You can opt for the Explorer 1500 Portable Power Station, now available at the best price 
"
$500 Gift Card,https://www.jackery.com/products/500-gift-card,"
      $500 Gift Card

        – Jackery",Shopping for someone else but not sure what to give them? Give them the gift of choice with a Jackery Store gift card.Gift cards are delivered by email and contain instructions to redeem them at checkout. Our gift cards have no additional processing fees. Gift card code can be applied to any orders during the checkout ,"Shopping for someone else but not sure what to give them? Give them the gift of choice with a Jackery Store gift card.Gift cards are delivered by email and contain instructions to redeem them at checkout. Our gift cards have no additional processing fees.

Gift card code can be applied to any orders during the checkout process.
Gift cards can be used multiple times until the remaining balance is depleted, and multiple cards can be combined for a single purchase
Unused gift cards are eligible for a refund.
"
Jackery SolarSaga 200W Solar Panel,https://www.jackery.com/products/solarsaga-200w-solar-panel,"
      Jackery SolarSaga 200W Solar Panel
","With advanced solar cells, Jackery SolarSaga 200W panels provide conversion efficiency to increase recharging speed. Compatible with all Jackery power stations.","
IP68 Waterproof Rating
Bifacial Solar Panel, Improved Charging Efficiency
Convenient Carrying
Built to Last
Package list: SolarSaga 200W Solar Panel*1, 3 meters multi-functional cable (with USB charing ports)*1, DC8020 to DC7909 Adapter*1, User Manual*1
To connect the SolarSaga with different Explorer portable power stations or other extension functions, please check the accessories it requires.

Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from our official website)

"
Jackery Explorer 2000 Pro Portable Power Station,https://www.jackery.com/products/explorer-2000-pro-portable-power-station,"
      Jackery Explorer 2000 Pro Portable Power Station
","Jackery Explorer 2000 Pro portable power station is ideal for off-grid living & home emergencies. With a 2160Wh charging capacity, it can power all appliances.","
Get up to $1,589.7 in rebates. Click for information
Expandable for Versatile Scenarios: 2-24 kWh of expandable capacity

Leaping Performance: Powers Heavy-duty Devices up to 6000W
Ultra Fast Solar Charging: Advanced IBC Technology, Fast Solar Charge in 2 Hours
Long-lasting Reliability: Outstanding LiFePO4 Battery with 10-Year Lifespan
ChargeShield Technology: Using a unique variable-speed charging algorithm, fast charge technology boosts battery life by 50%
High Power Output: Maximum 6,000 W power in parallel connection and 120/240V expandable voltage
Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from our official website)


Use a transfer switch (Value $399.99) to create a whole-home backup solution. Power from any outlet, anywhere in the house, click here to learn more! 


"
Jackery Solar Generator 2000 Pro,https://www.jackery.com/products/solar-generator-2000-pro,"
      Jackery Solar Generator 2000 Pro
",Jackery Solar Generator 2000 Pro delivers the fastest solar recharging yet for Jackery. Powering majority of appliances and tools for outdoor activities and home emergency use.,"

Get up to $1,589.7 in rebates. Click for information

Expandable for Versatile Scenarios: 2-24 kWh of expandable capacity
Leaping Performance: Powers Heavy-duty Devices up to 6000W
Ultra Fast Solar Charging: Advanced IBC Technology, Fast Solar Charge in 2 Hours with Solar Panel 200W*6
Long-lasting Reliability: Outstanding LiFePO4 Battery with 10-Year Lifespan
ChargeShield Technology: Using a unique variable-speed charging algorithm, fast charge technology boosts battery life by 50%
High Power Output: Maximum 6,000 W power in parallel connection and 120/240V expandable voltage
Explorer 2000 Plus: 3-year warranty + 2-year extended warranty. Solar Saga 200W: 3-year warranty + 2-year extended warranty (automatically applied when purchased from our official website)

"
Jackery Explorer 880 Portable Power Station,https://www.jackery.com/products/explorer-880-portable-power-station,"
      Jackery Explorer 880 Portable Power Station
","Jackery Explorer 880 portable power station can handle most outdoor situations. With a 1000 watt continuous output, do not worry about any devices losing power.","

1000 Watt Continuous Output: High-powered with 2000W peak/1000W continuous output and an 880Wh capacity, the Explorer 880 can handle most outdoor situations. You don't have to worry about any devices running out of power.


Ideal for Home DIY: Supply electricity for high-power devices like electric hammers, small air compressors, circular saws, angle grinders, drills, etc.


Built-in MPPT Controller: The MPPT module is built inside the Explorer 880. By constantly monitoring your solar panels' voltage and current output, the MPPT adds up to 23% more solar recharging efficiency.


Charge: The Jackery Explorer 880 can charge 8 different devices simultaneously, such as a mini-fridge, phone, drone, laptop, iPad, blender, camera, and Kindle.


Recharge: 3 ways to recharge: Solar Panel (2 Panels need 6.5 H, 1 Panel needs 10 H), AC Outlet (6.5 H), Car Outlet (12.5 H).


Note: For power saving, the Explorer 880 portable power station will automatically turn off in 12 hours when drawing under 10W of power.

"
